Start_time,End_time,Interval,N_45,N_60,N_84,Capa_45,Capa_60,Capa_84,Util_A_45,Util_B_45,Util_A_60,Util_B_60,Util_A_84,Util_B_84,Avg_Stay_A,Avg_Stay_B,Avg_Trav_A,Avg_Trav_B,Production
0,30,30,4,3,3,45,60,84,1,0,0,1,0,1,1.55,6.53,7.89,19.49,474
2,32,30,4,3,3,45,60,84,1,0,0,1,0,1,1.55,6.53,7.18,17.49,474
4,34,30,4,3,3,45,60,84,1,0,0,1,0,1,1.55,6.53,6.53,15.48,474
6,36,30,4,3,3,45,60,84,1,0,0,1,0,1,1.56,5.22,6.01,13.12,579
8,38,30,4,3,3,45,60,84,1,0,0,1,0,1,1.65,4.41,6.03,10.73,663
10,40,30,4,3,3,45,60,84,1,0,0,1,0,1,1.67,4.5,5.79,9.56,663
12,42,30,4,3,3,45,60,84,1,0,0,1,0,1,1.68,3.95,9.3,8.95,723
14,44,30,4,3,3,45,60,84,1,0,0,1,0,1,1.68,3.41,8.6,12.88,807
16,46,30,4,3,3,45,60,84,1,0,0,1,0,1,1.65,2.9,10.01,11.05,981
18,48,30,4,3,3,45,60,84,1,0,0,1,0,1,1.68,2.6,10.1,12.47,1065
20,50,30,4,3,3,45,60,84,1,0,0,1,0,1,1.68,2.28,10.33,11.74,1125
22,52,30,4,3,3,45,60,84,1,0,0,1,0,1,1.64,2.11,9.62,14.13,1080
24,54,30,4,3,3,45,60,84,1,0,0,1,0,1,1.55,1.88,8.11,12.63,1254
26,56,30,4,3,3,45,60,84,1,0,0,1,0,1,1.64,1.65,8.42,12.36,1338
28,58,30,4,3,3,45,60,84,1,0,0,1,0,1,1.64,1.48,8.71,11.69,1338
30,60,30,4,3,3,45,60,84,1,0,0,1,0,1,1.64,1.51,8.42,10.6,1338
32,62,30,4,3,3,45,60,84,1,0,0,1,0,1,1.6,1.51,7.46,9.6,1383
34,64,30,4,3,3,45,60,84,1,0,0,1,0,1,1.66,1.52,7.42,8.63,1527
36,66,30,4,3,3,45,60,84,1,0,0,1,0,1,1.61,1.54,6.85,8.91,1656
38,68,30,4,3,3,45,60,84,1,0,0,1,0,1,1.59,1.53,6.91,8.77,1527
40,70,30,4,3,4,45,60,84,1,0,0,1,0,1,1.58,1.46,6.84,8.65,1656
42,72,30,4,3,4,45,60,84,1,0,0,1,0,1,1.6,1.52,6.26,8.4,1635
44,74,30,4,3,4,45,60,84,1,0,0,1,0,1,1.54,1.59,6.63,7.59,1596
46,76,30,4,3,4,45,60,84,1,0,0,1,0,1,1.6,1.47,7.72,8.11,1650
48,78,30,4,3,4,45,60,84,1,0,0,1,0,1,1.57,1.52,6.79,8.28,1587
50,80,30,4,3,4,45,60,84,1,0,0,1,0,1,1.57,1.54,6.18,8.11,1527
52,82,30,4,3,4,45,60,84,1,0,0,1,0,1,1.57,1.55,5.34,8,1551
54,84,30,4,3,4,45,60,84,1,0,0,1,0,1,1.55,1.5,6.27,9.12,1482
56,86,30,4,3,4,45,60,84,1,0,0,1,0.13,0.88,1.58,1.57,6.67,9.05,1377
58,88,30,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.57,1.51,6.49,8.27,1461
60,90,30,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.58,1.49,5.89,9.17,1536
62,92,30,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.57,1.5,7.31,8.98,1536
64,94,30,4,3,4,45,60,84,1,0,0,1,0.13,0.88,1.57,1.44,7.8,9.77,1392
66,96,30,4,3,4,45,60,84,1,0,0,1,0.13,0.88,1.63,1.53,7.21,10.08,1332
68,98,30,4,3,4,45,60,84,1,0,0,1,0.2,0.8,1.59,1.53,7.87,9.19,1515
70,100,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.68,1.47,7.28,9.08,1515
72,102,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.68,1.44,6.58,9.13,1407
74,104,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.66,1.44,8.08,9.28,1452
76,106,30,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.72,1.4,8.73,10.21,1491
78,108,30,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.72,1.44,8.18,9.38,1431
80,110,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.72,1.43,7.51,9.46,1515
82,112,30,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.73,1.4,7.17,9.6,1575
84,114,30,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.67,1.39,7.6,8.74,1659
86,116,30,3,3,4,45,60,84,1,0,0,1,0.18,0.82,1.65,1.44,8.03,7.87,1749
88,118,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.65,1.41,7.37,8.46,1725
90,120,30,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.6,1.46,7.41,9.21,1521
92,122,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.65,1.46,6.73,8.36,1605
94,124,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.69,1.43,7.85,8.07,1683
96,126,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.69,1.43,7.12,8.27,1743
98,128,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.65,1.47,7.61,8.26,1605
100,130,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.67,1.47,7,7.28,1605
102,132,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.67,1.46,7.06,7.53,1605
104,134,30,3,3,4,45,60,84,1,0,0,1,0.18,0.82,1.69,1.43,8.29,7.97,1539
106,136,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.69,1.47,7.41,7.86,1455
108,138,30,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.64,1.49,6.89,7.34,1560
110,140,30,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.65,1.52,7.38,7.12,1605
112,142,30,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.7,1.51,7.43,7.45,1461
114,144,30,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.63,1.5,8.73,8.38,1416
116,146,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.77,1.51,8.11,8.42,1242
118,148,30,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.77,1.6,7.09,7.9,1326
120,150,30,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.72,1.57,6.83,7.77,1500
122,152,30,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.69,1.56,7.8,7.45,1431
124,154,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.69,1.5,7.03,9.08,1347
126,156,30,3,3,4,45,60,84,1,0,0,1,0.29,0.71,1.72,1.49,8.05,8.64,1158
128,158,30,3,3,4,45,60,84,1,0,0,1,0.38,0.63,1.62,1.43,7.11,8.32,1362
130,160,30,3,3,4,45,60,84,1,0,0,1,0.33,0.67,1.71,1.49,7.34,8.48,1431
132,162,30,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.72,1.48,6.92,8.58,1470
134,164,30,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.72,1.4,6.27,9.03,1614
136,166,30,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.72,1.4,5.6,9.18,1530
138,168,30,3,3,4,45,60,84,1,0,0,1,0.33,0.67,1.57,1.45,8.04,8.99,1386
140,170,30,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.82,1.43,7.59,8.6,1545
142,172,30,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.7,1.43,7.98,8.55,1719
144,174,30,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.78,1.49,7.34,8.38,1659
146,176,30,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.78,1.48,6.73,8.61,1659
148,178,30,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.75,1.39,8.75,8.4,1659
150,180,30,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.82,1.42,8.61,8.89,1590
152,182,30,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.87,1.46,7.93,8.3,1614
154,184,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.79,1.46,7.33,7.81,1848
156,186,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.74,1.48,7.83,7.68,1833
158,188,30,3,3,4,45,60,84,1,0,0,1,0.17,0.83,1.76,1.48,9,7.83,1728
160,190,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.7,1.46,8.41,7.32,1743
162,192,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.83,1.39,7.39,7.72,1788
164,194,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.83,1.45,6.64,7.83,1728
166,196,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.77,1.43,6.28,7.25,1878
168,198,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.83,1.41,7.14,7.62,1833
170,200,30,3,3,4,45,60,84,1,0,0,1,0.18,0.82,1.92,1.45,6.58,8.21,1689
172,202,30,3,3,4,45,60,84,1,0,0,1,0.23,0.77,1.95,1.46,7.72,7.94,1767
174,204,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,2.04,1.59,7.02,7.23,1683
176,206,30,3,3,4,45,60,84,1,0,0,1,0.25,0.75,2.02,1.59,7.08,6.44,1683
178,208,30,3,3,4,45,60,84,1,0,0.17,0.83,0.27,0.73,2.03,1.63,6.77,6.64,1599
180,210,30,3,3,4,45,60,84,1,0,0.2,0.8,0.2,0.8,2.03,1.66,6.74,6.51,1455
0,60,60,4,3,3,45,60,84,1,0,0,1,0,1,1.6,2.52,10.83,17.61,1812
2,62,60,4,3,3,45,60,84,1,0,0,1,0,1,1.58,2.52,10.31,17.21,1857
4,64,60,4,3,3,45,60,84,1,0,0,1,0,1,1.63,2.4,10.08,15.87,2001
6,66,60,4,3,3,45,60,84,1,0,0,1,0,1,1.59,2.32,9.56,15.03,2235
8,68,60,4,3,3,45,60,84,1,0,0,1,0,1,1.62,2.32,9.76,14.59,2190
10,70,60,4,3,4,45,60,84,1,0,0,1,0,1,1.61,2.24,9.44,13.81,2319
12,72,60,4,3,4,45,60,84,1,0,0,1,0,1,1.63,2.24,9.65,12.93,2358
14,74,60,4,3,4,45,60,84,1,0,0,1,0,1,1.6,2.2,9.34,13.08,2403
16,76,60,4,3,4,45,60,84,1,0,0,1,0,1,1.63,2.03,8.87,12.62,2592
18,78,60,4,3,4,45,60,84,1,0,0,1,0,1,1.62,1.94,8.88,12.14,2652
20,80,60,4,3,4,45,60,84,1,0,0,1,0,1,1.62,1.86,8.91,11.72,2652
22,82,60,4,3,4,45,60,84,1,0,0,1,0,1,1.6,1.78,8.62,11.72,2631
24,84,60,4,3,4,45,60,84,1,0,0,1,0,1,1.59,1.69,8.01,11.49,2736
26,86,60,4,3,4,45,60,84,1,0,0,1,0.07,0.93,1.61,1.59,8.19,11.59,2775
28,88,60,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.63,1.5,8.32,11.2,2799
30,90,60,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.61,1.5,8,11.02,2874
32,92,60,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.62,1.5,7.79,10.58,2919
34,94,60,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.59,1.5,7.81,10.13,3009
36,96,60,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.62,1.54,7.51,10.2,2988
38,98,60,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.58,1.53,7.71,10.16,3087
40,100,60,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.62,1.52,7.71,10.14,3087
42,102,60,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.63,1.51,7.39,10.16,3042
44,104,60,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.62,1.51,7.59,9.84,3153
46,106,60,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.64,1.44,8.16,9.89,3186
48,108,60,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.64,1.48,7.73,9.91,3018
50,110,60,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.64,1.49,7.4,9.96,3042
52,112,60,4,3,4,45,60,84,1,0,0,1,0.16,0.84,1.65,1.49,7.09,10.04,3126
54,114,60,4,3,4,45,60,84,1,0,0,1,0.16,0.84,1.63,1.44,7.7,10.3,3141
56,116,60,4,3,4,45,60,84,1,0,0,1,0.16,0.84,1.63,1.5,7.97,10.18,3126
58,118,60,4,3,4,45,60,84,1,0,0,1,0.16,0.84,1.61,1.48,7.95,9.83,3186
60,120,60,4,3,4,45,60,84,1,0,0,1,0.17,0.83,1.62,1.48,7.68,9.82,3057
62,122,60,4,3,4,45,60,84,1,0,0,1,0.16,0.84,1.61,1.48,8.08,9.73,3141
64,124,60,4,3,4,45,60,84,1,0,0,1,0.2,0.8,1.66,1.44,8.35,10.05,3075
66,126,60,4,3,4,45,60,84,1,0,0,1,0.2,0.8,1.66,1.48,8.07,10.15,3075
68,128,60,4,3,4,45,60,84,1,0,0,1,0.2,0.8,1.66,1.5,8.43,9.7,3120
70,130,60,3,3,4,45,60,84,1,0,0,1,0.2,0.8,1.67,1.47,8.16,9.67,3120
72,132,60,3,3,4,45,60,84,1,0,0,1,0.22,0.78,1.68,1.46,7.84,9.76,3057
74,134,60,3,3,4,45,60,84,1,0,0,1,0.21,0.79,1.69,1.45,8.48,9.68,2991
76,136,60,3,3,4,45,60,84,1,0,0,1,0.21,0.79,1.7,1.46,8.83,9.99,2946
78,138,60,3,3,4,45,60,84,1,0,0,1,0.21,0.79,1.68,1.47,8.62,9.66,2991
80,140,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.71,1.47,8.44,9.61,3120
82,142,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.71,1.47,8.15,9.57,3036
84,144,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.71,1.48,8.34,9.14,3075
86,146,60,3,3,4,45,60,84,1,0,0,1,0.21,0.79,1.7,1.48,8.47,8.7,2991
88,148,60,3,3,4,45,60,84,1,0,0,1,0.21,0.79,1.7,1.49,8.09,9.02,3051
90,150,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.66,1.54,8.24,9.46,3021
92,152,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.68,1.51,7.93,9.02,3120
94,154,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.69,1.5,8.5,8.93,3030
96,156,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.69,1.47,8.12,8.88,2946
98,158,60,3,3,4,45,60,84,1,0,0,1,0.28,0.72,1.65,1.45,8,9.01,2967
100,160,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.69,1.46,7.7,8.51,3096
102,162,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.69,1.47,7.73,8.82,3075
104,164,60,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.7,1.47,8.42,9.25,3069
106,166,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.7,1.49,7.98,9.25,2901
108,168,60,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.67,1.49,7.63,8.81,3030
110,170,60,3,3,4,45,60,84,1,0,0,1,0.3,0.7,1.72,1.47,7.66,8.85,3150
112,172,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.7,1.49,8.19,9.05,3180
114,174,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.7,1.5,8.85,9.39,3075
116,176,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.77,1.5,8.58,9.45,2901
118,178,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.78,1.49,8.05,9.18,3030
120,180,60,3,3,4,45,60,84,1,0,0,1,0.29,0.71,1.77,1.48,7.69,9.19,3174
122,182,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.78,1.51,8.27,8.88,3045
124,184,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.75,1.48,7.85,9.75,3195
126,186,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.75,1.47,8.49,9.58,3051
128,188,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.75,1.47,8.21,9.24,3090
130,190,60,3,3,4,45,60,84,1,0,0,1,0.29,0.71,1.71,1.48,8.31,9.27,3174
132,192,60,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.78,1.45,7.96,8.97,3258
134,194,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.78,1.44,7.67,9.1,3342
136,196,60,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.75,1.42,7.55,9.22,3408
138,198,60,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.82,1.45,8.61,9.11,3219
140,200,60,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.88,1.44,8.41,8.86,3234
142,202,60,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.86,1.45,8.16,8.76,3486
144,204,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.91,1.54,7.84,8.7,3342
146,206,60,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.89,1.53,7.55,8.83,3387
148,208,60,3,3,4,45,60,84,1,0,0.08,0.92,0.27,0.73,1.9,1.52,8.68,8.6,3258
150,210,60,3,3,4,45,60,84,1,0,0.08,0.92,0.25,0.75,1.95,1.53,8.62,8.83,3045
0,90,90,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.6,2,9.65,14.49,3348
2,92,90,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.61,2.01,9.58,14.29,3393
4,94,90,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.59,2.01,9.33,14.09,3483
6,96,90,4,3,4,45,60,84,1,0,0,1,0.06,0.94,1.61,2.01,9.19,13.78,3567
8,98,90,4,3,4,45,60,84,1,0,0,1,0.1,0.9,1.61,1.98,9.34,13.3,3750
10,100,90,4,3,4,45,60,84,1,0,0,1,0.1,0.9,1.63,1.98,9.22,12.99,3750
12,102,90,4,3,4,45,60,84,1,0,0,1,0.1,0.9,1.65,1.95,9.36,12.6,3765
14,104,90,4,3,4,45,60,84,1,0,0,1,0.1,0.9,1.64,1.89,9.05,12.67,3960
16,106,90,4,3,4,45,60,84,1,0,0,1,0.09,0.91,1.65,1.8,8.78,12.3,4128
18,108,90,4,3,4,45,60,84,1,0,0,1,0.09,0.91,1.65,1.77,8.88,12.01,4083
20,110,90,4,3,4,45,60,84,1,0,0,1,0.09,0.91,1.65,1.71,8.9,11.75,4167
22,112,90,4,3,4,45,60,84,1,0,0,1,0.13,0.88,1.64,1.65,8.75,11.85,4206
24,114,90,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.63,1.57,8.38,11.43,4395
26,116,90,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.64,1.53,8.53,11.36,4524
28,118,90,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.64,1.48,8.62,11.15,4524
30,120,90,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.63,1.49,8.42,10.88,4395
32,122,90,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.63,1.49,8.09,10.55,4524
34,124,90,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.64,1.48,8.14,10.18,4692
36,126,90,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.64,1.5,7.94,10.2,4731
38,128,90,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.63,1.51,8.12,10.18,4692
40,130,90,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.64,1.5,8.13,10.17,4692
42,132,90,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.65,1.5,7.92,10.22,4692
44,134,90,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.64,1.49,7.98,9.91,4692
46,136,90,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.65,1.47,8.4,9.85,4641
48,138,90,4,3,4,45,60,84,1,0,0,1,0.15,0.85,1.64,1.49,8.16,9.91,4578
50,140,90,4,3,4,45,60,84,1,0,0,1,0.18,0.82,1.67,1.5,8.05,9.89,4647
52,142,90,4,3,4,45,60,84,1,0,0,1,0.18,0.82,1.67,1.51,7.76,9.89,4587
54,144,90,4,3,4,45,60,84,1,0,0,1,0.18,0.82,1.67,1.49,8.16,10.1,4557
56,146,90,4,3,4,45,60,84,1,0,0,1,0.19,0.81,1.67,1.51,8.27,10.1,4368
58,148,90,4,3,4,45,60,84,1,0,0,1,0.18,0.82,1.66,1.52,8.28,9.8,4512
60,150,90,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.66,1.52,8.15,9.79,4557
62,152,90,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.65,1.5,8.48,9.73,4656
64,154,90,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.67,1.49,8.63,10.01,4422
66,156,90,4,3,4,45,60,84,1,0,0,1,0.22,0.78,1.67,1.5,8.44,10.05,4278
68,158,90,4,3,4,45,60,84,1,0,0,1,0.25,0.75,1.66,1.48,8.44,9.76,4482
70,160,90,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.69,1.47,8.27,9.73,4611
72,162,90,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.69,1.47,8.06,9.91,4527
74,164,90,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.7,1.47,8.51,9.94,4521
76,166,90,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.71,1.48,8.74,10.2,4392
78,168,90,3,3,4,45,60,84,1,0,0,1,0.28,0.72,1.68,1.47,8.54,9.92,4461
80,170,90,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.74,1.46,8.33,9.87,4665
82,172,90,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.71,1.47,8.41,9.8,4755
84,174,90,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.73,1.48,8.54,9.5,4734
86,176,90,3,3,4,45,60,84,1,0,0,1,0.23,0.77,1.73,1.48,8.64,9.21,4650
88,178,90,3,3,4,45,60,84,1,0,0,1,0.23,0.77,1.73,1.46,8.33,9.44,4755
90,180,90,3,3,4,45,60,84,1,0,0,1,0.27,0.73,1.71,1.49,8.39,9.74,4695
92,182,90,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.74,1.49,8.18,9.42,4734
94,184,90,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.73,1.48,8.51,9.41,4878
96,186,90,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.72,1.47,8.36,9.39,4839
98,188,90,3,3,4,45,60,84,1,0,0,1,0.23,0.77,1.72,1.47,8.4,9.36,4695
100,190,90,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.7,1.46,8.18,9.02,4839
102,192,90,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.74,1.45,8.12,9,4863
104,194,90,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.75,1.47,8.57,9.22,4797
106,196,90,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.73,1.47,8.37,9.25,4779
108,198,90,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.79,1.47,8.12,8.96,4863
110,200,90,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.79,1.47,8.16,8.94,4839
112,202,90,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.8,1.48,8.24,9.02,4947
114,204,90,3,3,4,45,60,84,1,0,0,1,0.25,0.75,1.81,1.53,8.67,9.26,4758
116,206,90,3,3,4,45,60,84,1,0,0,1,0.26,0.74,1.86,1.53,8.47,9.29,4629
118,208,90,3,3,4,45,60,84,1,0,0.06,0.94,0.26,0.74,1.87,1.55,8.27,9.07,4629
120,210,90,3,3,4,45,60,84,1,0,0.06,0.94,0.26,0.74,1.87,1.54,8,9.06,4629
0,120,120,4,3,4,45,60,84,1,0,0,1,0.12,0.88,1.61,1.84,9.49,13.31,4869
2,122,120,4,3,4,45,60,84,1,0,0,1,0.11,0.89,1.62,1.83,9.3,13.08,4998
4,124,120,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.63,1.82,9.2,12.82,5166
6,126,120,4,3,4,45,60,84,1,0,0,1,0.13,0.87,1.63,1.82,9.1,12.56,5310
8,128,120,4,3,4,45,60,84,1,0,0,1,0.13,0.87,1.64,1.83,9.21,12.38,5355
10,130,120,4,3,4,45,60,84,1,0,0,1,0.13,0.87,1.64,1.83,9.13,12.17,5355
12,132,120,4,3,4,45,60,84,1,0,0,1,0.13,0.87,1.66,1.81,9.18,11.94,5415
14,134,120,4,3,4,45,60,84,1,0,0,1,0.13,0.87,1.66,1.77,9.02,11.91,5499
16,136,120,4,3,4,45,60,84,1,0,0,1,0.13,0.88,1.66,1.73,8.82,11.63,5583
18,138,120,4,3,4,45,60,84,1,0,0,1,0.13,0.88,1.65,1.69,8.92,11.42,5643
20,140,120,4,3,4,45,60,84,1,0,0,1,0.15,0.85,1.67,1.66,8.98,11.23,5772
22,142,120,4,3,4,45,60,84,1,0,0,1,0.15,0.85,1.66,1.63,8.83,11.28,5667
24,144,120,4,3,4,45,60,84,1,0,0,1,0.15,0.85,1.66,1.58,8.56,11.01,5811
26,146,120,4,3,4,45,60,84,1,0,0,1,0.15,0.85,1.66,1.53,8.64,11.04,5766
28,148,120,4,3,4,45,60,84,1,0,0,1,0.14,0.86,1.66,1.51,8.72,10.82,5850
30,150,120,4,3,4,45,60,84,1,0,0,1,0.17,0.83,1.65,1.52,8.58,10.61,5895
32,152,120,4,3,4,45,60,84,1,0,0,1,0.17,0.83,1.65,1.51,8.37,10.35,6039
34,154,120,4,3,4,45,60,84,1,0,0,1,0.17,0.83,1.65,1.51,8.39,10.13,6039
36,156,120,4,3,4,45,60,84,1,0,0,1,0.17,0.83,1.65,1.51,8.23,10.12,5934
38,158,120,4,3,4,45,60,84,1,0,0,1,0.19,0.81,1.63,1.49,8.19,10.11,6054
40,160,120,4,3,4,45,60,84,1,0,0,1,0.19,0.81,1.66,1.49,8.21,10.09,6183
42,162,120,4,3,4,45,60,84,1,0,0,1,0.18,0.82,1.67,1.49,8.06,10.22,6162
44,164,120,4,3,4,45,60,84,1,0,0,1,0.18,0.82,1.66,1.5,8.11,10.04,6222
46,166,120,4,3,4,45,60,84,1,0,0,1,0.18,0.82,1.67,1.48,8.44,10.04,6087
48,168,120,4,3,4,45,60,84,1,0,0,1,0.22,0.78,1.65,1.49,8.22,10.05,6048
50,170,120,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.7,1.48,8.05,10.01,6192
52,172,120,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.67,1.49,8.04,9.96,6306
54,174,120,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.69,1.49,8.36,10.11,6216
56,176,120,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.7,1.5,8.45,10.12,6027
58,178,120,4,3,4,45,60,84,1,0,0,1,0.21,0.79,1.69,1.49,8.41,9.91,6216
60,180,120,4,3,4,45,60,84,1,0,0,1,0.23,0.77,1.69,1.49,8.28,9.9,6231
62,182,120,4,3,4,45,60,84,1,0,0,1,0.23,0.78,1.7,1.49,8.54,9.84,6270
64,184,120,4,3,4,45,60,84,1,0,0,1,0.23,0.78,1.7,1.48,8.6,10.05,6270
66,186,120,4,3,4,45,60,84,1,0,0,1,0.23,0.77,1.7,1.49,8.53,10.08,6171
68,188,120,4,3,4,45,60,84,1,0,0,1,0.23,0.78,1.71,1.49,8.64,9.81,6210
70,190,120,3,3,4,45,60,84,1,0,0,1,0.24,0.76,1.69,1.46,8.5,9.77,6354
