Start_time,End_time,Interval,N_45,N_60,N_84,Capa_45,Capa_60,Capa_84,Util_A_45,Util_B_45,Util_A_60,Util_B_60,Util_A_84,Util_B_84,Avg_Stay_A,Avg_Stay_B,Avg_Trav_A,Avg_Trav_B,Production
18,138,120,3,3,5,45,60,84,0.65,0.35,0.78,0.22,0,1,1.6,1.47,8.02,8.31,6942
20,140,120,3,3,5,45,60,84,0.65,0.35,0.78,0.22,0,1,1.61,1.46,7.83,8.3,6942
22,142,120,3,3,5,45,60,84,0.65,0.35,0.78,0.22,0,1,1.61,1.45,7.63,8.17,7110
24,144,120,3,3,5,45,60,84,0.64,0.36,0.78,0.22,0,1,1.61,1.46,7.88,8.23,6981
26,146,120,3,3,5,45,60,84,0.62,0.38,0.77,0.23,0,1,1.6,1.46,7.96,8.14,6882
28,148,120,3,3,5,45,60,84,0.63,0.38,0.77,0.23,0,1,1.6,1.46,7.78,8.19,6876
30,150,120,3,3,5,45,60,84,0.64,0.36,0.82,0.18,0,1,1.58,1.47,7.84,8.34,6837
32,152,120,3,3,5,45,60,84,0.65,0.35,0.81,0.19,0,1,1.58,1.45,7.79,8.3,6990
34,154,120,3,3,5,45,60,84,0.65,0.35,0.81,0.19,0,1,1.57,1.46,7.81,8.34,6906
36,156,120,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.59,1.47,7.88,8.35,6801
38,158,120,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.61,1.45,7.85,8.33,6801
40,160,120,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.59,1.46,7.94,8.16,6885
42,162,120,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.59,1.44,7.74,8.28,6885
44,164,120,3,3,5,45,60,84,0.66,0.34,0.83,0.17,0,1,1.6,1.46,7.76,8.42,6636
46,166,120,3,3,5,45,60,84,0.64,0.36,0.83,0.17,0,1,1.6,1.44,7.78,8.39,6765
48,168,120,3,3,5,45,60,84,0.65,0.35,0.83,0.17,0,1,1.6,1.45,7.7,8.18,6810
50,170,120,3,3,5,45,60,84,0.65,0.35,0.82,0.18,0,1,1.59,1.44,7.99,8.29,6666
52,172,120,3,3,5,45,60,84,0.64,0.36,0.82,0.18,0,1,1.59,1.45,8.05,8.45,6537
54,174,120,3,3,5,45,60,84,0.66,0.34,0.83,0.17,0,1,1.57,1.45,8.14,8.3,6636
56,176,120,3,3,5,45,60,84,0.64,0.36,0.88,0.13,0,1,1.59,1.45,7.94,8.23,6645
58,178,120,3,3,5,45,60,84,0.64,0.36,0.88,0.13,0,1,1.59,1.43,7.72,8.37,6729
60,180,120,3,3,5,45,60,84,0.64,0.36,0.87,0.13,0,1,1.57,1.45,8.02,9.72,6585
62,182,120,3,3,5,45,60,84,0.65,0.35,0.88,0.13,0,1,1.6,1.45,8,9.68,6690
64,184,120,3,3,5,45,60,84,0.66,0.34,0.88,0.13,0,1,1.59,1.47,8.31,9.57,6684
66,186,120,3,3,5,45,60,84,0.64,0.36,0.88,0.13,0,1,1.61,1.45,8.19,9.51,6729
68,188,120,3,3,5,45,60,84,0.64,0.36,0.88,0.13,0,1,1.62,1.46,8.21,9.45,6645
70,190,120,3,3,5,45,60,84,0.64,0.36,0.87,0.13,0,1,1.62,1.45,8.26,11.09,6585
72,192,120,3,3,5,45,60,84,0.64,0.36,0.88,0.13,0,1,1.62,1.43,8.08,11.15,6729
74,194,120,3,3,5,45,60,84,0.62,0.38,0.87,0.13,0,1,1.62,1.45,8.11,11.08,6630
76,196,120,3,3,5,45,60,84,0.65,0.35,0.87,0.13,0,1,1.61,1.48,8.27,11.08,6546
78,198,120,3,3,5,45,60,84,0.64,0.36,0.88,0.13,0,1,1.62,1.52,8.65,11.17,6561
80,200,120,3,3,5,45,60,84,0.64,0.36,0.87,0.13,0,1,1.67,1.57,8.51,10.88,6585
82,202,120,3,3,5,45,60,84,0.64,0.36,0.87,0.13,0,1,1.67,1.63,8.34,10.88,6585
84,204,120,3,3,5,45,60,84,0.64,0.36,0.87,0.13,0,1,1.67,1.7,8.43,11.27,6585
86,206,120,3,3,5,45,60,84,0.66,0.34,0.87,0.13,0,1,1.67,1.78,8.65,10,6372
88,208,120,3,3,5,45,60,84,0.65,0.35,0.87,0.13,0,1,1.68,1.79,8.52,8.41,6243
90,210,120,3,3,5,45,60,84,0.65,0.35,0.87,0.13,0,1,1.68,1.8,8.33,8.42,6159
0,150,150,3,3,5,45,60,84,0.65,0.35,0.76,0.24,0,1,1.6,1.46,8.94,8.95,7617
2,152,150,3,3,5,45,60,84,0.66,0.34,0.76,0.24,0,1,1.6,1.46,8.94,8.86,7830
4,154,150,3,3,5,45,60,84,0.64,0.36,0.76,0.24,0,1,1.6,1.46,8.85,8.75,7959
6,156,150,3,3,5,45,60,84,0.63,0.38,0.76,0.24,0,1,1.6,1.46,8.75,8.67,8004
8,158,150,3,3,5,45,60,84,0.65,0.35,0.79,0.21,0,1,1.61,1.46,8.6,8.84,7944
10,160,150,3,3,5,45,60,84,0.65,0.35,0.8,0.2,0,1,1.6,1.46,8.52,8.71,8172
12,162,150,3,3,5,45,60,84,0.65,0.35,0.8,0.2,0,1,1.6,1.46,8.41,8.61,8256
14,164,150,3,3,5,45,60,84,0.65,0.35,0.8,0.2,0,1,1.6,1.45,8.26,8.59,8256
16,166,150,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.6,1.45,8.04,8.5,8346
18,168,150,3,3,5,45,60,84,0.65,0.35,0.8,0.2,0,1,1.6,1.45,8.14,8.34,8475
20,170,150,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.6,1.44,8,8.33,8430
22,172,150,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.6,1.45,7.83,8.25,8430
24,174,150,3,3,5,45,60,84,0.64,0.36,0.81,0.19,0,1,1.6,1.44,8.05,8.32,8490
26,176,150,3,3,5,45,60,84,0.63,0.37,0.8,0.2,0,1,1.6,1.44,8.12,8.21,8475
28,178,150,3,3,5,45,60,84,0.63,0.37,0.8,0.2,0,1,1.59,1.44,7.97,8.27,8469
30,180,150,3,3,5,45,60,84,0.63,0.37,0.83,0.17,0,1,1.58,1.45,8,9.46,8409
32,182,150,3,3,5,45,60,84,0.65,0.35,0.83,0.17,0,1,1.61,1.45,7.97,9.44,8667
34,184,150,3,3,5,45,60,84,0.65,0.35,0.83,0.17,0,1,1.59,1.46,7.99,9.42,8583
36,186,150,3,3,5,45,60,84,0.64,0.36,0.83,0.17,0,1,1.61,1.46,8.09,9.42,8538
38,188,150,3,3,5,45,60,84,0.63,0.37,0.83,0.17,0,1,1.63,1.44,8.12,9.4,8577
40,190,150,3,3,5,45,60,84,0.64,0.36,0.79,0.21,0,1,1.62,1.46,8.12,10.46,8538
42,192,150,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.62,1.45,7.98,10.51,8682
44,194,150,3,3,5,45,60,84,0.64,0.36,0.83,0.17,0,1,1.63,1.46,8,10.65,8562
46,196,150,3,3,5,45,60,84,0.64,0.36,0.83,0.17,0,1,1.63,1.48,8.17,10.64,8562
48,198,150,3,3,5,45,60,84,0.64,0.36,0.83,0.17,0,1,1.64,1.52,8.03,10.45,8622
50,200,150,3,3,5,45,60,84,0.65,0.35,0.83,0.17,0,1,1.66,1.55,8.26,10.52,8691
52,202,150,3,3,5,45,60,84,0.64,0.36,0.83,0.17,0,1,1.67,1.61,8.31,10.67,8478
54,204,150,3,3,5,45,60,84,0.65,0.35,0.79,0.21,0,1,1.65,1.67,8.39,10.54,8532
56,206,150,3,3,5,45,60,84,0.65,0.35,0.83,0.17,0,1,1.67,1.72,8.29,10.55,8472
58,208,150,3,3,5,45,60,84,0.65,0.35,0.83,0.17,0,1,1.67,1.72,8.12,10.67,8472
60,210,150,3,3,5,45,60,84,0.65,0.35,0.82,0.18,0,1,1.66,1.73,8.37,10.68,8244
0,180,180,3,3,5,45,60,84,0.64,0.36,0.78,0.22,0,1,1.6,1.44,8.93,9.86,9189
2,182,180,3,3,5,45,60,84,0.66,0.34,0.79,0.21,0,1,1.61,1.45,8.9,9.78,9507
4,184,180,3,3,5,45,60,84,0.65,0.35,0.79,0.21,0,1,1.61,1.46,8.83,9.63,9636
6,186,180,3,3,5,45,60,84,0.63,0.37,0.79,0.21,0,1,1.61,1.45,8.77,9.55,9741
8,188,180,3,3,5,45,60,84,0.65,0.35,0.82,0.18,0,1,1.62,1.45,8.7,9.68,9720
10,190,180,3,3,5,45,60,84,0.65,0.35,0.79,0.21,0,1,1.62,1.46,8.57,10.63,9825
12,192,180,3,3,5,45,60,84,0.65,0.35,0.8,0.2,0,1,1.62,1.46,8.49,10.48,10053
14,194,180,3,3,5,45,60,84,0.64,0.36,0.8,0.2,0,1,1.63,1.46,8.37,10.45,10182
16,196,180,3,3,5,45,60,84,0.65,0.35,0.8,0.2,0,1,1.62,1.48,8.31,10.37,10143
18,198,180,3,3,5,45,60,84,0.65,0.35,0.81,0.19,0,1,1.63,1.51,8.33,10.22,10287
20,200,180,3,3,5,45,60,84,0.65,0.35,0.81,0.19,0,1,1.66,1.53,8.21,10.19,10455
22,202,180,3,3,5,45,60,84,0.65,0.35,0.81,0.19,0,1,1.66,1.58,8.08,10.09,10371
24,204,180,3,3,5,45,60,84,0.64,0.36,0.78,0.22,0,1,1.66,1.62,8.26,10.19,10386
26,206,180,3,3,5,45,60,84,0.64,0.36,0.78,0.22,0,1,1.66,1.66,8.36,10.12,10302
28,208,180,3,3,5,45,60,84,0.65,0.35,0.78,0.22,0,1,1.66,1.68,8.25,10.15,10212
30,210,180,3,3,5,45,60,84,0.65,0.35,0.81,0.19,0,1,1.65,1.68,8.27,10.29,10068
0,210,210,3,3,5,45,60,84,0.65,0.35,0.76,0.24,0,1,1.66,1.66,9.02,10.57,10848
0,30,30,4,3,5,45,60,84,0,1,1,0,0,1,1.81,1.41,15.96,13.17,840
2,32,30,4,3,5,45,60,84,0,1,1,0,0,1,1.85,1.48,14.85,11.92,924
4,34,30,4,3,5,45,60,84,0.2,0.8,1,0,0,1,1.77,1.53,15.33,10.75,1053
6,36,30,4,3,5,45,60,84,0.2,0.8,1,0,0,1,1.77,1.69,14.53,10.06,1137
8,38,30,4,3,5,45,60,84,0.17,0.83,1,0,0,1,1.77,1.66,13.72,8.95,1266
10,40,30,4,3,5,45,60,84,0.17,0.83,1,0,0,1,1.77,1.75,12.89,9.02,1266
12,42,30,5,3,5,45,60,84,0.33,0.67,1,0,0,1,1.75,1.76,14.18,8.41,1350
14,44,30,6,3,5,45,60,84,0.29,0.71,1,0,0,1,1.77,1.83,12.74,7.65,1539
16,46,30,6,3,5,45,60,84,0.29,0.71,1,0,0,1,1.8,1.97,11.31,7.11,1539
18,48,30,6,3,5,45,60,84,0.29,0.71,1,0,0,1,1.78,1.99,11.67,6.59,1647
20,50,30,6,3,5,45,60,84,0.33,0.67,1,0,0,1,1.72,2.22,10.6,6.67,1653
22,52,30,6,3,5,45,60,84,0.44,0.56,1,0,0,1,1.73,2.41,8.84,6.74,1737
24,54,30,6,3,5,45,60,84,0.44,0.56,1,0,0,1,1.72,2.61,8.95,6.58,1677
26,56,30,6,3,5,45,60,84,0.44,0.56,1,0,0,1,1.72,2.99,7.84,6.51,1509
28,58,30,6,3,5,45,60,84,0.44,0.56,1,0,0,1,1.73,3.06,8.04,7.11,1533
30,60,30,6,3,5,45,60,84,0.5,0.5,1,0,0,1,1.6,3.4,9.58,7.1,1488
32,62,30,6,3,5,45,60,84,0.5,0.5,1,0,0,1,1.63,3.45,9.8,7.02,1494
34,64,30,6,3,5,45,60,84,0.44,0.56,1,0,0,1,1.7,3.42,9.08,6.4,1449
36,66,30,6,3,5,45,60,84,0.5,0.5,1,0,0.08,0.92,1.63,3.33,9.6,6.31,1578
38,68,30,6,3,5,45,60,84,0.56,0.44,1,0,0.09,0.91,1.7,3.66,8.83,6.54,1449
40,70,30,6,3,5,45,60,84,0.6,0.4,1,0,0.08,0.92,1.65,3.61,9.03,5.95,1578
42,72,30,5,3,5,45,60,84,0.5,0.5,1,0,0.15,0.85,1.55,3.66,10.32,6.8,1662
44,74,30,5,3,5,45,60,84,0.45,0.55,1,0,0.17,0.83,1.68,3.78,9.99,6.43,1563
46,76,30,5,3,5,45,60,84,0.5,0.5,1,0,0.17,0.83,1.67,4.19,9.66,6.17,1578
48,78,30,4,3,5,45,60,84,0.44,0.56,1,0,0.17,0.83,1.71,4.01,10.28,6.44,1533
50,80,30,4,3,5,45,60,84,0.5,0.5,1,0,0.23,0.77,1.74,3.72,12.13,5.73,1722
52,82,30,4,3,5,45,60,84,0.5,0.5,1,0,0.25,0.75,1.73,4,11.39,6.41,1548
54,84,30,4,3,5,45,60,84,0.56,0.44,1,0,0.21,0.79,1.64,3.4,10.67,6.08,1821
56,86,30,4,3,5,45,60,84,0.56,0.44,1,0,0.25,0.75,1.65,3.87,9.87,6.49,1653
58,88,30,4,3,5,45,60,84,0.45,0.55,1,0,0.31,0.69,1.7,3.39,9.18,7.43,1827
60,90,30,4,3,5,45,60,84,0.5,0.5,1,0,0.33,0.67,1.7,3.84,9.74,7.62,1638
62,92,30,4,3,5,45,60,84,0.5,0.5,1,0,0.33,0.67,1.7,3.91,8.9,7.64,1638
64,94,30,4,3,5,45,60,84,0.56,0.44,1,0,0.42,0.58,1.71,4.38,9.49,6.7,1653
66,96,30,4,3,5,45,60,84,0.5,0.5,1,0,0.33,0.67,1.72,4.12,9.6,6.63,1608
68,98,30,4,3,5,45,60,84,0.56,0.44,1,0,0.31,0.69,1.68,3.73,8.44,6.31,1737
70,100,30,4,3,5,45,60,84,0.5,0.5,1,0,0.31,0.69,1.74,3.64,8.28,7.68,1692
72,102,30,4,3,5,45,60,84,0.4,0.6,1,0,0.29,0.71,1.65,2.88,8.17,7.52,1866
74,104,30,4,3,5,45,60,84,0.5,0.5,1,0,0.25,0.75,1.66,3.15,8.81,7.89,1698
76,106,30,4,3,5,45,60,84,0.5,0.5,1,0,0.27,0.73,1.68,3.31,7.73,7.35,1554
78,108,30,4,3,5,45,60,84,0.6,0.4,1,0,0.33,0.67,1.59,3.48,9.76,7.17,1638
80,110,30,4,3,5,45,60,84,0.56,0.44,1,0,0.23,0.77,1.69,3.12,9.32,6.69,1677
82,112,30,4,3,5,45,60,84,0.5,0.5,1,0,0.23,0.77,1.73,3.3,9.22,5.98,1632
84,114,30,4,3,5,45,60,84,0.44,0.56,1,0,0.23,0.77,1.79,3.21,9.2,6.65,1617
86,116,30,4,3,5,45,60,84,0.5,0.5,1,0,0.29,0.71,1.72,3.21,10.25,6.8,1746
88,118,30,4,3,5,45,60,84,0.5,0.5,1,0,0.27,0.73,1.71,3.5,10.27,7.03,1494
90,120,30,4,2,5,45,60,84,0.45,0.55,1,0,0.36,0.64,1.75,3.17,9.44,7.86,1539
92,122,30,4,2,5,45,60,84,0.56,0.44,1,0,0.33,0.67,1.75,3.59,10.48,7.27,1533
94,124,30,4,2,5,45,60,84,0.56,0.44,1,0,0.25,0.75,1.67,3.68,10.05,7.07,1533
96,126,30,4,2,5,45,60,84,0.56,0.44,1,0,0.25,0.75,1.73,3.94,9.04,6.13,1533
98,128,30,4,2,5,45,60,84,0.44,0.56,1,0,0.33,0.67,1.75,4.1,9.22,6.81,1533
100,130,30,4,2,5,45,60,84,0.55,0.45,1,0,0.33,0.67,1.72,4.2,9.19,6.32,1683
102,132,30,4,2,5,45,60,84,0.5,0.5,1,0,0.38,0.62,1.72,4.05,9.26,7.69,1722
104,134,30,4,2,5,45,60,84,0.45,0.55,1,0,0.42,0.58,1.8,3.93,8.57,7.39,1683
106,136,30,4,2,5,45,60,84,0.56,0.44,1,0,0.36,0.64,1.78,4.13,9.23,6.79,1761
108,138,30,4,2,5,45,60,84,0.5,0.5,1,0,0.36,0.64,1.74,4.35,9.42,5.72,1716
110,140,30,4,2,5,45,60,84,0.5,0.5,1,0,0.36,0.64,1.77,4.04,9.02,6,1806
112,142,30,4,2,5,45,60,84,0.5,0.5,1,0,0.43,0.57,1.76,4.14,7.69,6.28,1806
114,144,30,4,3,5,45,60,84,0.5,0.5,1,0,0.43,0.57,1.77,4.04,8.29,6.56,1806
116,146,30,4,3,5,45,60,84,0.5,0.5,1,0,0.38,0.62,1.85,3.92,8.93,6.35,1722
118,148,30,4,3,5,45,60,84,0.5,0.5,1,0,0.36,0.64,1.85,3.83,9.05,5.94,1716
120,150,30,4,3,5,45,60,84,0.44,0.56,1,0,0.36,0.64,1.86,3.71,8.09,6.71,1761
122,152,30,4,3,5,45,60,84,0.45,0.55,1,0,0.36,0.64,1.78,3.51,8.26,6.88,1911
124,154,30,4,3,5,45,60,84,0.5,0.5,1,0,0.36,0.64,1.76,3.65,8.48,7.07,1866
126,156,30,4,3,5,45,60,84,0.5,0.5,1,0,0.43,0.57,1.77,3.7,8.46,7.2,1866
128,158,30,4,3,5,45,60,84,0.5,0.5,1,0,0.36,0.64,1.67,3.26,10.39,6.96,1926
130,160,30,4,3,5,45,60,84,0.5,0.5,1,0,0.4,0.6,1.8,3.16,9.61,6.33,1950
132,162,30,4,3,5,45,60,84,0.56,0.44,1,0,0.36,0.64,1.79,3.37,9.51,6.39,1821
134,164,30,4,3,5,45,60,84,0.56,0.44,1,0,0.36,0.64,1.77,3.25,8.75,6.35,1881
136,166,30,4,3,5,45,60,84,0.63,0.38,1,0,0.43,0.57,1.76,3.34,8.34,7.54,1836
138,168,30,4,3,5,45,60,84,0.63,0.38,1,0,0.38,0.62,1.72,3.36,9.14,6.88,1872
140,170,30,4,3,5,45,60,84,0.56,0.44,1,0,0.42,0.58,1.72,3.19,8.53,7.84,1773
142,172,30,4,3,5,45,60,84,0.56,0.44,1,0,0.36,0.64,1.77,3.14,8.38,7.35,1689
144,174,30,4,3,5,45,60,84,0.67,0.33,1,0,0.46,0.54,1.76,3.26,8.44,6.8,1917
146,176,30,4,3,5,45,60,84,0.63,0.38,1,0,0.58,0.42,1.92,3.71,7.78,7.06,1788
148,178,30,4,3,5,45,60,84,0.63,0.38,1,0,0.54,0.46,2.1,3.38,7.43,6.86,1872
150,180,30,4,3,5,45,60,84,0.56,0.44,1,0,0.5,0.5,2.32,3.01,7.35,9.14,1893
152,182,30,4,3,5,45,60,84,0.63,0.38,1,0,0.5,0.5,2.61,3.24,7.56,9.44,1788
154,184,30,4,3,5,45,60,84,0.71,0.29,1,0,0.54,0.46,2.63,3.5,7.27,7.88,1887
156,186,30,4,3,5,45,60,84,0.63,0.38,1,0,0.5,0.5,2.85,3.39,7.01,9.51,1848
158,188,30,4,3,5,45,60,84,0.57,0.43,1,0,0.5,0.5,2.96,3.74,7.73,9.47,1803
160,190,30,4,3,5,45,60,84,0.57,0.43,1,0,0.45,0.55,3.21,3.93,8.17,9.93,1719
162,192,30,4,3,5,45,60,84,0.63,0.38,1,0,0.45,0.55,3.26,3.86,7.87,9.09,1704
164,194,30,4,3,5,45,60,84,0.56,0.44,1,0,0.45,0.55,3.13,3.68,7.05,8.49,1809
166,196,30,4,3,5,45,60,84,0.56,0.44,1,0,0.45,0.55,3.09,3.97,7.48,8.81,1869
168,198,30,4,3,5,45,60,84,0.56,0.44,1,0,0.45,0.55,3.37,3.94,7.31,8.44,1749
170,200,30,4,3,5,45,60,84,0.56,0.44,1,0,0.45,0.55,3.23,3.99,7.01,8.49,1809
172,202,30,4,3,5,45,60,84,0.5,0.5,1,0,0.42,0.58,3.34,3.72,7.27,8.31,1848
174,204,30,4,3,5,45,60,84,0.5,0.5,1,0,0.36,0.64,3.29,4.05,7.88,7.7,1764
176,206,30,4,3,5,45,60,84,0.5,0.5,1,0,0.36,0.64,3.08,4.22,7,7.34,1764
178,208,30,4,3,5,45,60,84,0.5,0.5,1,0,0.36,0.64,2.81,4.02,6.88,6.7,1764
180,210,30,4,3,5,45,60,84,0.5,0.5,1,0,0.33,0.67,2.69,4.04,6.84,7.41,1536
0,60,60,6,3,5,45,60,84,0.33,0.67,1,0,0,1,1.7,2.69,17.16,10.02,2328
2,62,60,6,3,5,45,60,84,0.36,0.64,1,0,0,1,1.73,2.71,15.64,9.59,2418
4,64,60,6,3,5,45,60,84,0.36,0.64,1,0,0,1,1.73,2.72,15.15,9.13,2502
6,66,60,6,3,5,45,60,84,0.4,0.6,1,0,0.05,0.95,1.68,2.72,14.55,8.84,2631
8,68,60,6,3,5,45,60,84,0.4,0.6,1,0,0.05,0.95,1.72,2.71,14.08,8.44,2715
10,70,60,6,3,5,45,60,84,0.44,0.56,1,0,0.05,0.95,1.69,2.71,13.15,8.45,2844
12,72,60,6,3,5,45,60,84,0.44,0.56,1,0,0.09,0.91,1.66,2.82,12.62,8.14,3012
14,74,60,6,3,5,45,60,84,0.41,0.59,1,0,0.09,0.91,1.74,2.95,12.01,7.67,3057
16,76,60,6,3,5,45,60,84,0.41,0.59,1,0,0.09,0.91,1.73,3.07,11.43,7.4,3117
18,78,60,6,3,5,45,60,84,0.41,0.59,1,0,0.09,0.91,1.72,3.1,11.58,7.07,3057
20,80,60,6,3,5,45,60,84,0.44,0.56,1,0,0.13,0.88,1.73,3.11,12.71,7.07,3246
22,82,60,6,3,5,45,60,84,0.47,0.53,1,0,0.13,0.87,1.73,3.31,12.15,7.09,3117
24,84,60,6,3,5,45,60,84,0.5,0.5,1,0,0.12,0.88,1.67,3.17,12.37,7.05,3330
26,86,60,6,3,5,45,60,84,0.5,0.5,1,0,0.13,0.87,1.68,3.44,11.96,7.03,3162
28,88,60,6,3,5,45,60,84,0.47,0.53,1,0,0.17,0.83,1.71,3.45,12.26,7.53,3231
30,90,60,6,3,5,45,60,84,0.53,0.47,1,0,0.17,0.83,1.69,3.64,12.36,7.52,3171
32,92,60,6,3,5,45,60,84,0.53,0.47,1,0,0.17,0.83,1.67,3.8,12.64,7.49,3087
34,94,60,6,3,5,45,60,84,0.5,0.5,1,0,0.22,0.78,1.7,3.81,12.48,7.16,3102
36,96,60,6,3,5,45,60,84,0.5,0.5,1,0,0.21,0.79,1.71,3.68,12.07,7.11,3186
38,98,60,6,3,5,45,60,84,0.56,0.44,1,0,0.22,0.78,1.69,3.84,11.42,7.37,3102
40,100,60,6,3,5,45,60,84,0.56,0.44,1,0,0.21,0.79,1.71,3.81,11.61,6.96,3186
42,102,60,5,3,5,45,60,84,0.47,0.53,1,0,0.21,0.79,1.69,3.61,11.9,7.53,3231
44,104,60,5,3,5,45,60,84,0.5,0.5,1,0,0.22,0.78,1.68,3.74,11.98,7.26,3132
46,106,60,5,3,5,45,60,84,0.53,0.47,1,0,0.22,0.78,1.68,3.92,11.59,7.15,3087
48,108,60,4,3,5,45,60,84,0.53,0.47,1,0,0.25,0.75,1.7,3.78,11.91,7.37,3171
50,110,60,4,3,5,45,60,84,0.53,0.47,1,0,0.24,0.76,1.72,3.56,12.24,7,3315
52,112,60,4,3,5,45,60,84,0.53,0.47,1,0,0.24,0.76,1.71,3.65,11.88,7.43,3225
54,114,60,4,3,5,45,60,84,0.5,0.5,1,0,0.24,0.76,1.71,3.54,11.4,7.17,3270
56,116,60,4,3,5,45,60,84,0.53,0.47,1,0,0.29,0.71,1.71,3.79,11.26,7.45,3231
58,118,60,4,3,5,45,60,84,0.55,0.45,1,0,0.29,0.71,1.7,3.72,10.62,7.55,3276
60,120,60,4,3,5,45,60,84,0.53,0.47,1,0,0.35,0.65,1.72,3.83,11.07,7.97,3087
62,122,60,4,3,5,45,60,84,0.53,0.47,1,0,0.33,0.67,1.72,3.75,10.64,7.99,3171
64,124,60,4,3,5,45,60,84,0.56,0.44,1,0,0.33,0.67,1.7,4.02,10.65,7.55,3186
66,126,60,4,3,5,45,60,84,0.53,0.47,1,0,0.29,0.71,1.72,4.02,10.76,7.53,3141
68,128,60,4,3,5,45,60,84,0.5,0.5,1,0,0.32,0.68,1.73,3.96,10.23,7.29,3270
70,130,60,4,3,5,45,60,84,0.53,0.47,1,0,0.33,0.67,1.73,4.08,11.43,8.03,3291
72,132,60,4,3,5,45,60,84,0.53,0.47,1,0,0.35,0.65,1.68,3.8,11.45,7.77,3459
74,134,60,4,3,5,45,60,84,0.53,0.47,1,0,0.33,0.67,1.73,3.81,11.47,8.05,3291
76,136,60,4,3,5,45,60,84,0.53,0.47,1,0,0.32,0.68,1.74,3.72,10.98,7.71,3315
78,138,60,4,3,5,45,60,84,0.56,0.44,1,0,0.35,0.65,1.69,3.96,11.75,7.65,3354
80,140,60,4,3,5,45,60,84,0.53,0.47,1,0,0.32,0.68,1.74,3.86,11.26,7.34,3315
82,142,60,4,3,5,45,60,84,0.5,0.5,1,0,0.36,0.64,1.75,4.01,11.15,6.9,3270
84,144,60,4,3,5,45,60,84,0.5,0.5,1,0,0.35,0.65,1.82,3.88,11.23,7.26,3294
86,146,60,4,3,5,45,60,84,0.53,0.47,1,0,0.33,0.67,1.79,3.7,11.45,7.39,3423
88,148,60,4,3,5,45,60,84,0.5,0.5,1,0,0.32,0.68,1.8,3.67,11.6,7.49,3210
90,150,60,4,3,5,45,60,84,0.47,0.53,1,0,0.36,0.64,1.81,3.6,11.05,7.76,3255
92,152,60,4,3,5,45,60,84,0.53,0.47,1,0,0.36,0.64,1.76,3.85,11.78,7.48,3315
94,154,60,4,3,5,45,60,84,0.53,0.47,1,0,0.32,0.68,1.75,3.83,10.73,7.35,3315
96,156,60,4,3,5,45,60,84,0.53,0.47,1,0,0.36,0.64,1.75,4,10.34,6.87,3315
98,158,60,4,3,5,45,60,84,0.53,0.47,1,0,0.36,0.64,1.73,3.97,10.57,7.35,3375
100,160,60,4,3,5,45,60,84,0.55,0.45,1,0,0.37,0.63,1.76,3.81,10.07,7.08,3588
102,162,60,4,3,5,45,60,84,0.53,0.47,1,0,0.38,0.62,1.79,3.86,10.1,7.82,3459
104,164,60,4,3,5,45,60,84,0.53,0.47,1,0,0.4,0.6,1.78,3.9,9.72,7.58,3435
106,166,60,4,3,5,45,60,84,0.59,0.41,1,0,0.41,0.59,1.77,4,10.02,7.38,3513
108,168,60,4,3,5,45,60,84,0.56,0.44,1,0,0.38,0.62,1.76,4.07,10.13,6.82,3504
110,170,60,4,3,5,45,60,84,0.56,0.44,1,0,0.38,0.62,1.76,3.83,9.8,7.35,3534
112,172,60,4,3,5,45,60,84,0.56,0.44,1,0,0.4,0.6,1.8,3.87,9.2,7.57,3450
114,174,60,4,3,5,45,60,84,0.58,0.42,1,0,0.46,0.54,1.77,3.87,9.57,7.79,3639
116,176,60,4,3,5,45,60,84,0.56,0.44,1,0,0.48,0.52,1.89,3.84,9.66,7.59,3510
118,178,60,4,3,5,45,60,84,0.56,0.44,1,0,0.46,0.54,2.02,3.83,9.73,7.28,3504
120,180,60,4,3,5,45,60,84,0.56,0.44,1,0,0.44,0.56,2.11,3.75,9.25,8.45,3570
122,182,60,4,3,5,45,60,84,0.56,0.44,1,0,0.42,0.58,2.24,3.6,8.94,8.53,3654
124,184,60,4,3,5,45,60,84,0.59,0.41,1,0,0.46,0.54,2.27,3.8,9.06,8.72,3669
126,186,60,4,3,5,45,60,84,0.56,0.44,1,0,0.46,0.54,2.38,3.57,8.98,9.86,3714
128,188,60,4,3,5,45,60,84,0.53,0.47,1,0,0.42,0.58,2.46,3.45,9.65,9.39,3669
130,190,60,4,3,5,45,60,84,0.53,0.47,1,0,0.44,0.56,2.57,3.62,9.52,9.03,3585
132,192,60,4,3,5,45,60,84,0.59,0.41,1,0,0.42,0.58,2.56,3.74,9.41,9.2,3501
134,194,60,4,3,5,45,60,84,0.56,0.44,1,0,0.4,0.6,2.51,3.44,9.03,9.26,3690
136,196,60,4,3,5,45,60,84,0.59,0.41,1,0,0.46,0.54,2.5,3.83,8.93,10,3621
